ECLI_code,id_text,length,ttr,text,key_words,text_key_words
,184,,,,"vermeerderen, rente, verschot, salaris, beoordelen, voldoen, vernietiging, begroten, veroordelen, verwerpen",
,185,,,,"benadelen, zorg, vergoeding, werkzaamheid, betalen, professioneel, schade, verrichten, schadevergoeding, verkeren",
,186,,,,"bedrijfstakpensioenfonds, premie, werkgever, pensioenuitvoerder, betaling, opeisbaar, reisagent, pensioenpremies, verplichtstellingsbesluit, onderneming",
,187,,,,"arbiter, arbitraal, ontheffen, opdracht, wrakingsverzoek, voorzieningenrechter, ontheffing, administrateur, wrakingskamer, e-mail",
,188,,,,"bank, zorgplicht, productiebeperkende, kredietovereenkomst, melkveehouderij, fosfaatrecht, klant, risico, groei, deskundigheid",
,189,,,,"morfine, morfinegebruik, rijbevoegdheid, morfineafhankelijkheid, pijnstiller, verzekeringsarts, ongeval, gezag, arbeidsongeschiktheid, zitten",
,190,,,,"vruchtgebruik, echtgenoot, medewerking, vestiging, erflater, nalatenschap, inboedel, goed, kamer, inleiden",
,191,,,,"vermeerderen, rente, verschot, salaris, beoordelen, voldoen, vernietiging, begroten, veroordelen, verwerpen",
,192,,,,"vennoot, uittreden, failliet, afscheiden, vennote, aanspraak, maatschapsovereenkomst, schuld, goodwillmaatschap, aandeel",
,193,,,,"kantoorhoudende, faillissement, vermeerderen, rente, verschot, salaris, beoordelen, voldoen, vernietiging, begroten",
,194,,,,"beslag, bunkerolie, verdrag, beslagforum, schip, zekerheid, borgtocht, genoegzaamheid, onrechtmatig, opheffing",
,195,,,,"verwerpen, vermeerderen, rente, verschot, salaris, beoordelen, voldoen, vernietiging, begroten, veroordelen",
,196,,,,"octrooizaak, schatten, voet, dienovereenkomstig, proceskosten, ongelijk, bereiken, overeenstemming, vergoeding, beslissen",
,197,,,,"perceel, grief, rechtsverwerking, gebruik, standplaats, schuur, volzin, toestemming, bestreden, geschilpunt",
,198,,,,"verschot, salaris, beoordelen, vernietiging, begroten, veroordelen, verwerpen, eenheid, ontwikkeling, wijzen",
,199,,,,"verschot, salaris, beoordelen, vernietiging, begroten, veroordelen, verwerpen, eenheid, ontwikkeling, wijzen",
,200,,,,"opzegging, opzegtermijn, billijkheid, redelijkheid, overeenkomsten, duurovereenkomst, contractueel, overeenkomst, werking, schade)vergoeding",
,201,,,,"transactie, raadsvrouw, instructie, e-mail, pre-arranged, handelsbeperking, entiteit, cliënte, handelsbeperkingen, uur",
,202,,,,"perceel, erflaatster, erfgenaam, gelijktijdig, overdragen, eigendom, erfpacht, rechtsvoorganger, voorwaarde, betaling",
,203,,,,"erflaatster, gift, woning, lening, bewoning, schuld, koopsom, portie, verrekening, legitiem",
,204,,,,"ouderling, voeging, kindermisbruiker, seksueel, lichaam, kindermisbruik, ouder, gezin, minderjarig, bezoeken",
,205,,,,"werkneemster, verzekering, verjaringstermijn, dekking, opeisbaarheid, uitkering, ongevallenverzekering, aansprakelijkheidsverzekering, aansprakelijk, cliënte",
,206,,,,"leaseovereenkomst, echtgenoot, niet-handelende, daadwerkelijk, bekend, verjaring, bekendheid, verjaringstermijn, gerechtig, inzicht",
,207,,,,"grief, stichting, preciseren, faillissement, vereffening, aansprakelijk, onvoldoende, baat, verbinding, eis",
minuut,208,76,51.316,"Uitspraak
HOGE RAAD DER NEDERLANDEN

CIVIELE KAMER

Nummer 24/00490

Datum 24 januari 2025

BESCHIKKING

In de zaak van

1. [verzoeker 1],

wonende te [woonplaats],

2. [verzoekster 2],

wonende te [woonplaats], Verenigd Koninkrijk,

3. [verzoekster 3],

wonende te [woonplaats],

VERZOEKERS tot cassatie,

hierna: verzoekers,

advocaat: A.C. de Bakker,

tegen

1. STICHTING AMSTELRING GROEP,

gevestigd te Amsterdam,

2. BEAUFIN B.V., h.o.d.n. BEAUFIN BEWINDVOERING, BUDGETBEHEER & MENTORSCHAP,

gevestigd te Amsterdam,

3. [de moeder],

wonende te [woonplaats],

4. [belanghebbende 4],

wonende te [woonplaats],

5. [belanghebbende 5],

wonende te [woonplaats],

6. [belanghebbende 6],

wonende te [woonplaats],

7. [belanghebbende 7],

wonende te [woonplaats],

8. [belanghebbende 8],

wonende te [woonplaats],

BELANGHEBBENDEN in cassatie,

hierna: de belanghebbenden,

niet verschenen.

1. Ambtshalve verbetering van een verschrijving
De Hoge Raad heeft geconstateerd dat zijn beschikking in deze zaak van 20 december 2024 (ECLI:NL:HR:2024:1892) een kennelijke verschrijving bevat. In rov. 3.5. van die beschikking staat “De wettelijke voorkeursregeling van art. 1:435 lid 3 BW en art. 1:452 lid 4 BW (…)” terwijl dit moet zijn “De wettelijke voorkeursregeling van art. 1:435 lid 4 BW en art. 1:452 lid 4 BW (…)”.

De advocaat van verzoekers heeft desgevraagd laten weten geen bezwaar te hebben tegen ambtshalve verbetering op de voet van art. 31 Rv van deze verschrijving.

2. Beslissing
De Hoge Raad verbetert zijn beschikking van 20 december 2024 aldus dat in rov. 3.5. van die beschikking “art. 1:435 lid 3 BW” wordt vervangen door “art. 1:435 lid 4 BW” en stelt de verbetering op de minuut van die beschikking.

Deze beschikking is gegeven door de president G. de Groot als voorzitter en de raadsheren T.H. Tanja-van den Broek, H.M. Wattendorff, G.C. Makkink en K. Teuben, en in het openbaar uitgesproken door de raadsheer A.E.B. ter Heide op 24 januari 2025.","verschrijving, verbetering, voorkeursregeling, minuut, desgevraagd, vervangen, verbeteren, constateren, ambtshalf, bezwaar","verschrijving, verbetering, voorkeursregeling, minuut, desgevraagd, vervangen, verbeteren, constateren, ambtshalf, bezwaar
Uitspraak
HOGE RAAD DER NEDERLANDEN

CIVIELE KAMER

Nummer 24/00490

Datum 24 januari 2025

BESCHIKKING

In de zaak van

1. [verzoeker 1],

wonende te [woonplaats],

2. [verzoekster 2],

wonende te [woonplaats], Verenigd Koninkrijk,

3. [verzoekster 3],

wonende te [woonplaats],

VERZOEKERS tot cassatie,

hierna: verzoekers,

advocaat: A.C. de Bakker,

tegen

1. STICHTING AMSTELRING GROEP,

gevestigd te Amsterdam,

2. BEAUFIN B.V., h.o.d.n. BEAUFIN BEWINDVOERING, BUDGETBEHEER & MENTORSCHAP,

gevestigd te Amsterdam,

3. [de moeder],

wonende te [woonplaats],

4. [belanghebbende 4],

wonende te [woonplaats],

5. [belanghebbende 5],

wonende te [woonplaats],

6. [belanghebbende 6],

wonende te [woonplaats],

7. [belanghebbende 7],

wonende te [woonplaats],

8. [belanghebbende 8],

wonende te [woonplaats],

BELANGHEBBENDEN in cassatie,

hierna: de belanghebbenden,

niet verschenen.

1. Ambtshalve verbetering van een verschrijving
De Hoge Raad heeft geconstateerd dat zijn beschikking in deze zaak van 20 december 2024 (ECLI:NL:HR:2024:1892) een kennelijke verschrijving bevat. In rov. 3.5. van die beschikking staat “De wettelijke voorkeursregeling van art. 1:435 lid 3 BW en art. 1:452 lid 4 BW (…)” terwijl dit moet zijn “De wettelijke voorkeursregeling van art. 1:435 lid 4 BW en art. 1:452 lid 4 BW (…)”.

De advocaat van verzoekers heeft desgevraagd laten weten geen bezwaar te hebben tegen ambtshalve verbetering op de voet van art. 31 Rv van deze verschrijving.

2. Beslissing
De Hoge Raad verbetert zijn beschikking van 20 december 2024 aldus dat in rov. 3.5. van die beschikking “art. 1:435 lid 3 BW” wordt vervangen door “art. 1:435 lid 4 BW” en stelt de verbetering op de minuut van die beschikking.

Deze beschikking is gegeven door de president G. de Groot als voorzitter en de raadsheren T.H. Tanja-van den Broek, H.M. Wattendorff, G.C. Makkink en K. Teuben, en in het openbaar uitgesproken door de raadsheer A.E.B. ter Heide op 24 januari 2025."
,209,,,,"voeging, energie, belangenorganisatie, burger, vertegenwoordigen, precedentwerking, ideeël, oorspronkelijk, behartigen, eis",
,210,,,,"coöperatie, statutair, uittreding, uittreedvergoeding, overeenkomst, lidmaatschap, uittreedvoorwaarde, vergoeding, grondslag, einde",
,211,,,,"container, boedel, terrein, verwijderen, verwijdering, terugbetalingsverplichting, boedelvorderingen, negatief, rechtsplicht, natrekking",
,212,,,,"mondeling, strafvonnis, behandeling, winkel, toonbank, lastigen, immateriëal, benadelen, procesorde, eis",
,213,,,,"horen, mondeling, thuis, psychiater, behandeling, verpleegkundige, psychiatrisch, sociaal, vaststellen, brievenbus",
,214,,,,"bijlage, woonplaats, kiezen, vermelden, vermeerderen, rente, verschot, salaris, beoordelen, voldoen",
,215,,,,"opvang, minderjarig, opvangen, familieleden, afspraak, zitting, ouderschapsplan, bezwaar, onderdeel, ouder",
,216,,,,"tolk, uitlevering, bijstand, telefoon, proces-verbaal, kosteloos, tolkentelefoon, tolkenbijstand, vertalen, verbreken",
,217,,,,"incidentelen, verschot, salaris, vernietiging, begroten, concluderen, letten, voorwaarde, betrekking, behandeling",
,218,,,,"huwelijks, rekening-courant, woning, echtelijk, voorwaarde, wijzigen, rechtshandeling, notaris, koopsom, omstandigheid",
,219,,,,"beding, oneerlijk, uurtarief, dienstverlening, kostenbeding, korting, omzetbelasting, onderhandelen, kortingsregeling, werkingssfeer",
,220,,,,"verschot, salaris, beoordelen, vernietiging, begroten, veroordelen, verwerpen, eenheid, ontwikkeling, wijzen",
,221,,,,"verplichtstelling, verplichtstellingsbesluit, werkgever, verpleegartikel, zorg, uitleen, werkingssfeer, bedrijfstak, extramuraal, intramuraal",
,222,,,,"huurder, betekening, kind, ontruiming, uitvoer, hernieuwen, verplichten, plaatsvervangend, onherroepelijk, bepalen",
,223,,,,"zorg, verplichten, zorgmachtiging, zorgaanbieder, crisismaatregel, instelling, accommodatie, vrijwillig, woonvoorziening, noemen",
,224,,,,"incidentelen, vermeerderen, rente, salaris, voldoen, begroten, veroordelen, verwerpen, concluderen, verschot",
,225,,,,"executeur, erflaatster, nalatenschap, beoordelen, vernietiging, verwerpen, eenheid, ontwikkeling, motiveren, rechtens",
,226,,,,"verschot, salaris, beoordelen, vernietiging, begroten, veroordelen, verwerpen, eenheid, ontwikkeling, wijzen",
,227,,,,"vermeerderen, rente, verschot, salaris, beoordelen, voldoen, vernietiging, begroten, veroordelen, verwerpen",
,228,,,,"verwerpen, vermeerderen, rente, verschot, salaris, beoordelen, voldoen, vernietiging, begroten, veroordelen",
,229,,,,"vermeerderen, rente, verschot, salaris, beoordelen, voldoen, vernietiging, begroten, veroordelen, verwerpen",
,230,,,,"civiel, strafzaak, dagen, verdenken, betwisten, knie, procedure, vergen, verwen, familiefeest",
,231,,,,"omzet, basishuur, huurprijs, huur, coronamaatregelen, huurovereenkomst, percentage, huurkorting, omzetgerelater, vastelastenmethode",
,232,,,,"wijzen, laatstgenoemd, slot, verschot, salaris, beoordelen, vernietiging, begroten, veroordelen, verwerpen",
